numbers,bonus_ball,,,,,
5,10,12,15,21,42,37
1,4,6,38,41,43,10
5,15,17,24,36,42,23
4,8,11,20,25,28,14
3,7,17,19,30,43,40
3,6,26,38,39,42,34
16,21,26,31,40,47,49
10,20,27,30,41,47,34
19,24,33,36,38,47,26
22,26,30,39,40,43,19
15,18,21,23,24,32,8
6,14,20,32,43,47,3
9,19,24,30,39,45,18
12,15,18,22,26,46,44
1,3,29,33,36,47,27
6,8,16,28,31,40,24
16,21,26,31,40,47,49
10,20,27,30,41,47,34
19,24,33,36,38,47,26
22,26,30,39,40,43,19
15,18,21,23,24,32,8
6,14,20,32,43,47,3
9,19,24,30,39,45,18
12,15,18,22,26,46,44
1,3,29,33,36,47,27
6,8,16,28,31,40,24
28,29,33,34,43,46,30
8,16,24,31,35,48,6
8,17,19,31,35,45,14
1,3,12,20,32,37,5
6,18,31,34,40,45,20
4,24,29,36,38,41,40
2,9,25,27,38,44,35
3,6,21,23,35,37,19
8,13,19,20,23,25,1
7,31,33,35,37,46,48
2,9,22,36,43,46,37
2,10,17,31,33,38,26
2,6,7,23,27,39,3
8,9,15,38,44,47,31
11,13,23,26,30,48,32
5,12,13,33,36,37,21
11,12,13,34,37,46,20
8,16,25,27,46,48,6
3,17,25,30,31,46,2
1,24,25,30,34,40,8
2,9,22,36,43,46,37
2,10,17,31,33,38,26
2,6,7,23,27,39,3
8,9,15,38,44,47,31
11,13,23,26,30,48,32
5,12,13,33,36,37,21
11,12,13,34,37,46,20
8,16,25,27,46,48,6
3,17,25,30,31,46,2
1,24,25,30,34,40,8
8,11,27,32,39,48,44
6,14,19,23,29,31,4
2,9,30,35,42,48,38
4,14,25,29,39,48,1
30,40,41,46,48,49,14
1,5,11,24,30,34,37
9,12,13,24,33,44,10
13,16,29,35,38,44,7
7,11,14,16,37,40,34
4,12,14,21,37,39,13
8,11,27,32,39,48,44
6,14,19,23,29,31,4
2,9,30,35,42,48,38
4,14,25,29,39,48,1
30,40,41,46,48,49,14
1,5,11,24,30,34,37
9,12,13,24,33,44,10
13,16,29,35,38,44,7
7,11,14,16,37,40,34
4,12,14,21,37,39,13
2,4,7,18,22,38,19
1,3,6,9,22,33,46
2,25,29,30,44,47,4
20,22,39,40,43,44,14
1,5,14,29,34,48,39
8,9,32,45,46,47,31
13,14,29,36,38,45,25
21,27,28,31,34,48,32
2,11,32,36,44,46,10
6,18,26,29,42,48,25
2,4,7,18,22,38,19
1,3,6,9,22,33,46
2,25,29,30,44,47,4
20,22,39,40,43,44,14
1,5,14,29,34,48,39
8,9,32,45,46,47,31
13,14,29,36,38,45,25
21,27,28,31,34,48,32
2,11,32,36,44,46,10
6,18,26,29,42,48,25
2,17,20,21,37,38,48
4,5,12,32,36,45,41
24,31,34,36,47,48,11
4,9,11,45,46,47,31
1,17,21,27,32,43,28
5,13,21,23,33,42,17
5,10,16,24,29,34,25
1,2,3,7,12,29,47
8,27,32,33,35,47,9
7,27,34,35,38,47,36
2,17,20,21,37,38,48
4,5,12,32,36,45,41
24,31,34,36,47,48,11
4,9,11,45,46,47,31
1,17,21,27,32,43,28
5,13,21,23,33,42,17
5,10,16,24,29,34,25
1,2,3,7,12,29,47
8,27,32,33,35,47,9
7,27,34,35,38,47,36
6,25,37,42,44,48,32
4,10,12,19,26,40,21
8,15,29,35,39,43,31
2,25,30,44,45,46,43
1,17,18,19,25,42,7
8,11,31,34,35,40,24
6,24,35,39,43,44,3
4,14,23,26,38,42,7
10,14,18,35,45,46,38
2,5,6,12,36,40,41
6,25,37,42,44,48,32
4,10,12,19,26,40,21
8,15,29,35,39,43,31
2,25,30,44,45,46,43
1,17,18,19,25,42,7
8,11,31,34,35,40,24
6,24,35,39,43,44,3
4,14,23,26,38,42,7
10,14,18,35,45,46,38
2,5,6,12,36,40,41
11,32,34,36,38,47,39
6,17,25,29,31,44,10
5,20,35,37,38,47,15
10,21,26,30,34,44,36
4,8,30,31,33,34,1
5,21,35,41,42,49,40
5,31,33,35,36,44,16
8,19,24,29,32,35,33
7,8,17,21,33,44,6
10,26,27,31,37,39,33
11,32,34,36,38,47,39
6,17,25,29,31,44,10
5,20,35,37,38,47,15
10,21,26,30,34,44,36
4,8,30,31,33,34,1
5,21,35,41,42,49,40
5,31,33,35,36,44,16
8,19,24,29,32,35,33
7,8,17,21,33,44,6
10,26,27,31,37,39,33
5,13,23,30,38,39,17
13,15,16,18,34,49,39
1,2,3,5,19,39,45
11,18,24,32,37,39,22
4,10,22,36,40,49,14
7,12,24,36,42,47,13
18,29,32,35,36,46,6
2,19,20,34,40,48,9
8,21,29,36,44,49,35
3,5,8,11,17,30,34
5,13,23,30,38,39,17
13,15,16,18,34,49,39
1,2,3,5,19,39,45
11,18,24,32,37,39,22
4,10,22,36,40,49,14
7,12,24,36,42,47,13
18,29,32,35,36,46,6
2,19,20,34,40,48,9
8,21,29,36,44,49,35
3,5,8,11,17,30,34
5,13,23,30,38,39,17
13,15,16,18,34,49,39
1,2,3,5,19,39,45
11,18,24,32,37,39,22
4,10,22,36,40,49,14
7,12,24,36,42,47,13
18,29,32,35,36,46,6
2,19,20,34,40,48,9
8,21,29,36,44,49,35
3,5,8,11,17,30,34
2,8,13,22,35,49,10
2,10,33,35,36,46,49
10,12,16,29,33,43,46
2,4,10,26,28,46,3
9,16,23,25,35,47,37
10,12,37,40,45,48,14
6,8,10,22,38,47,13
5,34,35,39,41,42,48
5,11,13,18,31,37,7
19,27,29,36,39,48,7
2,8,13,22,35,49,10
2,10,33,35,36,46,49
10,12,16,29,33,43,46
2,4,10,26,28,46,3
9,16,23,25,35,47,37
10,12,37,40,45,48,14
6,8,10,22,38,47,13
5,34,35,39,41,42,48
5,11,13,18,31,37,7
19,27,29,36,39,48,7
14,15,19,28,37,43,41
4,5,31,32,34,46,12
18,24,28,42,45,46,3
10,24,28,31,33,40,34
15,17,27,32,34,45,7
6,9,11,12,20,41,3
5,9,25,37,42,45,14
10,15,21,22,26,36,31
3,6,36,44,45,46,15
1,16,17,22,29,49,23
14,15,19,28,37,43,41
4,5,31,32,34,46,12
18,24,28,42,45,46,3
10,24,28,31,33,40,34
15,17,27,32,34,45,7
6,9,11,12,20,41,3
5,9,25,37,42,45,14
10,15,21,22,26,36,31
3,6,36,44,45,46,15
1,16,17,22,29,49,23
2,4,6,12,26,45,40
4,7,15,34,36,38,37
3,27,31,32,40,45,44
2,5,26,32,35,42,8
14,31,32,35,40,42,44
1,8,17,22,39,48,14
3,11,23,24,27,28,17
19,20,23,27,38,45,32
15,18,31,32,34,49,33
11,17,29,37,39,43,4
2,4,6,12,26,45,40
4,7,15,34,36,38,37
3,27,31,32,40,45,44
2,5,26,32,35,42,8
14,31,32,35,40,42,44
1,8,17,22,39,48,14
3,11,23,24,27,28,17
19,20,23,27,38,45,32
15,18,31,32,34,49,33
11,17,29,37,39,43,4
5,12,17,25,30,32,43
4,14,26,29,36,42,45
1,2,19,26,34,40,13
2,3,4,15,37,49,40
32,33,34,42,45,47,22
4,11,13,15,28,49,9
12,19,31,34,38,42,22
3,9,12,14,41,42,23
8,23,33,44,46,49,17
5,20,27,30,42,44,9
5,12,17,25,30,32,43
4,14,26,29,36,42,45
1,2,19,26,34,40,13
2,3,4,15,37,49,40
32,33,34,42,45,47,22
4,11,13,15,28,49,9
12,19,31,34,38,42,22
3,9,12,14,41,42,23
8,23,33,44,46,49,17
5,20,27,30,42,44,9
8,19,23,27,30,41,6
10,14,16,22,24,32,8
12,20,21,30,44,46,43
4,21,22,45,47,48,26
10,16,24,34,37,48,18
4,9,20,25,29,39,15
5,27,29,35,37,39,32
4,24,27,34,38,39,32
1,8,10,11,30,36,44
2,6,19,25,32,33,42
8,19,23,27,30,41,6
10,14,16,22,24,32,8
12,20,21,30,44,46,43
4,21,22,45,47,48,26
10,16,24,34,37,48,18
4,9,20,25,29,39,15
5,27,29,35,37,39,32
4,24,27,34,38,39,32
1,8,10,11,30,36,44
2,6,19,25,32,33,42
6,8,28,34,38,43,39
5,17,19,25,27,38,45
4,14,18,25,32,37,45
11,19,24,25,41,47,28
3,5,21,29,32,44,31
2,4,5,14,20,27,30
12,23,25,34,36,49,30
7,8,20,33,35,43,26
14,16,22,36,48,49,13
7,9,17,20,26,35,31
6,8,28,34,38,43,39
5,17,19,25,27,38,45
4,14,18,25,32,37,45
11,19,24,25,41,47,28
3,5,21,29,32,44,31
2,4,5,14,20,27,30
12,23,25,34,36,49,30
7,8,20,33,35,43,26
14,16,22,36,48,49,13
7,9,17,20,26,35,31
25,29,32,33,41,46,42
3,33,35,39,40,41,34
1,2,4,18,32,49,6
6,7,12,13,32,45,15
1,10,22,30,35,46,28
7,12,21,28,34,48,15
8,10,32,33,43,49,23
3,23,26,35,36,45,38
1,5,9,12,26,39,42
19,23,30,36,38,44,14
25,29,32,33,41,46,42
3,33,35,39,40,41,34
1,2,4,18,32,49,6
6,7,12,13,32,45,15
1,10,22,30,35,46,28
7,12,21,28,34,48,15
8,10,32,33,43,49,23
3,23,26,35,36,45,38
1,5,9,12,26,39,42
19,23,30,36,38,44,14
4,35,39,41,42,44,5
11,23,27,38,44,46,32
1,17,22,27,39,48,10
14,18,19,22,42,46,7
12,15,16,27,35,37,1
10,17,24,27,31,42,23
5,23,29,30,38,46,26
1,4,29,30,37,38,18
7,13,14,15,18,19,45
7,8,10,14,19,26,18
4,35,39,41,42,44,5
11,23,27,38,44,46,32
1,17,22,27,39,48,10
14,18,19,22,42,46,7
12,15,16,27,35,37,1
10,17,24,27,31,42,23
5,23,29,30,38,46,26
1,4,29,30,37,38,18
7,13,14,15,18,19,45
7,8,10,14,19,26,18
1,4,7,13,18,23,25
7,17,31,34,38,43,10
1,15,24,26,44,49,21
9,24,28,38,43,44,35
4,15,26,29,34,36,46
5,9,23,27,29,45,1
2,12,24,26,39,43,30
4,16,17,18,20,43,25
2,16,26,29,31,37,28
8,10,16,34,35,37,18
1,15,18,29,30,42,22
11,30,32,38,40,48,39
10,22,29,36,41,47,40
22,29,36,41,42,47,9
8,16,29,38,44,49,1
13,16,25,27,41,48,45
7,16,23,29,41,44,18
1,7,15,21,28,30,9
12,20,22,41,44,46,6
1,9,29,30,43,48,4
1,15,18,29,30,42,22
11,30,32,38,40,48,39
10,22,29,36,41,47,40
22,29,36,41,42,47,9
8,16,29,38,44,49,1
13,16,25,27,41,48,45
7,16,23,29,41,44,18
1,7,15,21,28,30,9
12,20,22,41,44,46,6
1,9,29,30,43,48,4
1,15,18,29,30,42,22
11,30,32,38,40,48,39
10,22,29,36,41,47,40
22,29,36,41,42,47,9
8,16,29,38,44,49,1
13,16,25,27,41,48,45
7,16,23,29,41,44,18
1,7,15,21,28,30,9
12,20,22,41,44,46,6
1,9,29,30,43,48,4
11,21,23,25,33,45,38
9,11,15,33,36,37,10
6,14,19,27,28,45,20
1,8,10,19,26,36,21
2,23,24,26,36,43,4
7,8,14,40,44,47,34
2,6,18,21,24,38,11
3,4,10,15,35,41,5
1,7,8,35,39,44,20
2,15,20,25,42,49,7
2,3,7,12,15,49,39
1,4,5,10,13,43,3
1,16,23,44,45,47,35
6,12,23,32,39,40,22
16,17,22,27,32,38,35
3,5,11,13,26,48,33
13,16,26,32,34,45,14
4,5,15,30,44,46,40
21,24,27,32,38,45,5
3,16,17,25,43,47,18
2,10,12,23,39,49,16
1,4,18,25,32,36,34
1,7,11,41,43,46,30
9,25,28,31,45,49,5
9,16,18,25,37,41,4
23,32,36,37,44,46,38
8,12,24,32,41,46,28
2,18,29,30,46,48,8
7,8,20,23,26,49,44
2,17,21,23,35,43,40
